"No.","Time","Source","Destination","Protocol","Length","Info"
"35899","261.973651","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"35901","261.982637","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"35903","261.992291","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"35905","262.000430","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35906","262.009850","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"35907","262.017991","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35909","262.026145","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35910","262.034360","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35911","262.043384","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35912","262.052549","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35914","262.061468","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35916","262.071325","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35917","262.080365","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"35919","262.089331","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35921","262.097809","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35922","262.105605","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35923","262.114018","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35924","262.121869","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35925","262.131117","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35926","262.139712","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35927","262.148349","192.168.0.111","45.7.37.1","UDP","169","51341  >  7290 Len=127"
"35928","262.156901","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"35929","262.164234","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"35930","262.174286","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"35933","262.183721","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"35934","262.193132","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"35936","262.201579","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"35938","262.210955","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"35940","262.220080","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"35942","262.228302","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"35944","262.236691","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"35946","262.245236","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"35948","262.254761","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"35950","262.262532","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"35952","262.273438","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"35954","262.282970","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"35956","262.291799","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"35957","262.300775","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"35959","262.309131","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"35961","262.317912","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"35962","262.326265","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"35963","262.334221","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"35965","262.342390","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"35966","262.351716","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35967","262.361119","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"35968","262.369799","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35970","262.379120","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35971","262.389254","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35972","262.398313","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35974","262.407684","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35975","262.416090","192.168.0.111","45.7.37.1","UDP","186","51341  >  7290 Len=144"
"35976","262.424655","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35977","262.433181","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35978","262.442515","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35979","262.450540","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35982","262.459492","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35983","262.468406","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35984","262.476756","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"35986","262.484695","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35987","262.492629","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35988","262.502018","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35990","262.509889","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"35991","262.519108","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35992","262.527795","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"35993","262.537442","192.168.0.111","45.7.37.1","UDP","169","51341  >  7290 Len=127"
"35994","262.546202","192.168.0.111","45.7.37.1","UDP","180","51341  >  7290 Len=138"
"35995","262.553889","192.168.0.111","45.7.37.1","UDP","180","51341  >  7290 Len=138"
"35996","262.562514","192.168.0.111","45.7.37.1","UDP","191","51341  >  7290 Len=149"
"35998","262.572375","192.168.0.111","45.7.37.1","UDP","231","51341  >  7290 Len=189"
"36000","262.581355","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36002","262.589312","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36004","262.597707","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36006","262.605537","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36007","262.613372","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36009","262.622001","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36011","262.630880","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36012","262.638933","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36013","262.647870","192.168.0.111","45.7.37.1","UDP","203","51341  >  7290 Len=161"
"36014","262.655855","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36016","262.665054","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36017","262.670508","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"36018","262.673582","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36020","262.681888","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36022","262.690766","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36023","262.698733","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36024","262.707585","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36027","262.715507","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36029","262.723750","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36031","262.732439","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36032","262.740820","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36033","262.749329","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36034","262.756701","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36035","262.764752","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36036","262.773770","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36038","262.783701","192.168.0.111","45.7.37.1","UDP","186","51341  >  7290 Len=144"
"36039","262.793234","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"36040","262.804499","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"36042","262.818226","192.168.0.111","45.7.37.1","UDP","186","51341  >  7290 Len=144"
"36044","262.827383","192.168.0.111","45.7.37.1","UDP","158","51341  >  7290 Len=116"
"36045","262.837364","192.168.0.111","45.7.37.1","UDP","186","51341  >  7290 Len=144"
"36047","262.847169","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36049","262.857895","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36050","262.866837","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36051","262.877067","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36053","262.886197","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36054","262.896106","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36055","262.905685","192.168.0.111","45.7.37.1","UDP","176","51341  >  7290 Len=134"
"36057","262.915610","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"36058","262.924917","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36059","262.933926","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"36060","262.943913","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"36062","262.954227","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36065","262.964812","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"36067","262.974460","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36069","262.985971","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36070","262.993923","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36071","263.002580","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36074","263.011755","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36075","263.020765","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36076","263.029713","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36077","263.038034","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36079","263.047719","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36081","263.055966","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"36083","263.065127","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36084","263.074303","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36086","263.083699","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36087","263.094857","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36090","263.103369","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36093","263.119696","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36096","263.129378","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36098","263.139870","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36100","263.150761","192.168.0.111","45.7.37.1","UDP","153","51341  >  7290 Len=111"
"36103","263.162226","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36106","263.175603","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36108","263.188191","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36111","263.200487","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36114","263.212665","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36117","263.223251","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"36119","263.233499","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36121","263.245025","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36124","263.255681","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36126","263.267683","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36129","263.278842","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36131","263.291915","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36134","263.302725","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36137","263.316382","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36139","263.328753","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36142","263.341604","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36144","263.352858","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36147","263.364900","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36149","263.378021","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36152","263.390829","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36155","263.404704","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36162","263.448660","192.168.0.111","45.7.37.1","UDP","296","51341  >  7290 Len=254"
"36165","263.460770","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36168","263.473728","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36170","263.484729","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36173","263.497003","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36175","263.508657","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36178","263.519998","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36180","263.530615","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36182","263.541202","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36185","263.551535","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36187","263.561790","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36189","263.572258","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36192","263.582852","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"36194","263.592853","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36196","263.604021","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36199","263.615384","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36201","263.627573","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36204","263.639018","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36206","263.648513","192.168.0.111","45.7.37.1","UDP","153","51341  >  7290 Len=111"
"36208","263.657399","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36210","263.664843","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"36212","263.667898","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36214","263.677626","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36216","263.687643","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36218","263.697563","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36221","263.707314","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36223","263.716673","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36225","263.725742","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36227","263.735252","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36230","263.748404","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36232","263.760349","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36235","263.772887","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"36237","263.782753","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36241","263.795482","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36244","263.804708","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"36245","263.808007","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36250","263.837511","192.168.0.111","45.7.37.1","UDP","290","51341  >  7290 Len=248"
"36253","263.850163","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36256","263.864203","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36258","263.877947","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36261","263.889476","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36262","263.899168","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36264","263.909500","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36268","263.920710","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"36270","263.930935","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"36273","263.941325","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"36275","263.951303","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"36277","263.961549","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"36279","263.972872","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"36282","263.983216","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36284","263.992977","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36286","264.003405","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"36289","264.014198","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36291","264.024910","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36294","264.035321","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36296","264.045686","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36298","264.056717","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36302","264.066969","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36305","264.079593","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36308","264.091118","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36310","264.100833","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36312","264.111376","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36315","264.122150","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36317","264.132472","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36320","264.144552","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36322","264.158014","192.168.0.111","45.7.37.1","UDP","225","51341  >  7290 Len=183"
"36325","264.171768","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36328","264.185459","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36330","264.199077","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36333","264.211119","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36336","264.223596","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36338","264.235980","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36341","264.249423","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36343","264.262464","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36346","264.276324","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36349","264.289114","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36352","264.300701","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36353","264.311717","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36356","264.322737","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36359","264.333710","192.168.0.111","45.7.37.1","UDP","256","51341  >  7290 Len=214"
"36361","264.346233","192.168.0.111","45.7.37.1","UDP","256","51341  >  7290 Len=214"
"36363","264.356738","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36366","264.368614","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36368","264.382222","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36369","264.394892","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36370","264.406311","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"36377","264.418063","192.168.0.111","45.7.37.1","UDP","278","51341  >  7290 Len=236"
"36379","264.430599","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36382","264.443098","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"36384","264.454278","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"36387","264.466450","192.168.0.111","45.7.37.1","UDP","272","51341  >  7290 Len=230"
"36389","264.479273","192.168.0.111","45.7.37.1","UDP","254","51341  >  7290 Len=212"
"36392","264.491597","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"36394","264.502076","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36398","264.513685","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36400","264.525213","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36403","264.535546","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36405","264.545671","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36407","264.554893","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36409","264.564953","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36412","264.575789","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36414","264.586945","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36417","264.597831","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"36419","264.610484","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36422","264.623669","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36424","264.634324","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36427","264.646008","192.168.0.111","45.7.37.1","UDP","243","51341  >  7290 Len=201"
"36429","264.657680","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36431","264.662039","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"36433","264.670136","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36435","264.681828","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36438","264.693967","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36440","264.705515","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36443","264.716310","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36445","264.728486","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36448","264.740495","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36451","264.757079","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"36454","264.769751","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36456","264.782246","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36463","264.830454","192.168.0.111","104.16.199.132","TCP","55","[TCP Keep-Alive] 50327  >  443 [ACK] Seq=1 Ack=26 Win=513 Len=1"
"36469","264.870589","192.168.0.111","45.7.37.1","UDP","399","51341  >  7290 Len=357"
"36478","264.931137","192.168.0.111","45.7.37.1","UDP","410","51341  >  7290 Len=368"
"36481","264.944574","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36484","264.955810","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36487","264.967119","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36489","264.979571","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36492","264.991869","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36494","265.001877","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36497","265.013314","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36499","265.023940","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36501","265.034043","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36504","265.044212","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36506","265.055091","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36509","265.067386","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36511","265.077467","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36514","265.090747","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"36516","265.102148","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"36519","265.113730","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36521","265.123770","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36523","265.134263","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"36526","265.144462","192.168.0.111","45.7.37.1","UDP","180","51341  >  7290 Len=138"
"36528","265.154342","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"36530","265.165287","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"36533","265.177053","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"36535","265.188178","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"36538","265.200643","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36540","265.212458","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36543","265.225955","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36546","265.237606","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36562","265.359811","192.168.0.111","45.7.37.1","UDP","477","51341  >  7290 Len=435"
"36569","265.404808","192.168.0.111","45.7.37.1","UDP","392","51341  >  7290 Len=350"
"36571","265.415541","192.168.0.111","45.7.37.1","UDP","203","51341  >  7290 Len=161"
"36574","265.427493","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"36576","265.439049","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"36579","265.451355","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36581","265.463172","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
